event_date,year,type,total_events
2017-02-19,2017,ReleaseEvent,3242
2017-02-19,2017,WatchEvent,64755
2017-02-20,2017,CommitCommentEvent,2962
2017-02-20,2017,CreateEvent,172843
2017-02-20,2017,DeleteEvent,32617
2017-02-20,2017,GollumEvent,7891
2017-02-20,2017,IssueCommentEvent,88134
2017-02-20,2017,IssuesEvent,44418
2017-02-20,2017,MemberEvent,6176
2017-02-20,2017,PublicEvent,1157
2017-02-20,2017,PullRequestEvent,64891
2017-02-20,2017,PullRequestReviewCommentEvent,21602
2017-02-20,2017,PushEvent,621541
2017-02-20,2017,ReleaseEvent,4410
2017-02-20,2017,WatchEvent,101270
2017-02-21,2017,CommitCommentEvent,3296
2017-02-21,2017,CreateEvent,183678
2017-02-21,2017,DeleteEvent,32131
2017-02-21,2017,GollumEvent,8285
2017-02-21,2017,IssueCommentEvent,101479
2017-02-21,2017,IssuesEvent,49898
2017-02-21,2017,MemberEvent,6709
2017-02-21,2017,PublicEvent,1302
2017-02-21,2017,PullRequestEvent,74746
2017-02-21,2017,PullRequestReviewCommentEvent,26619
2017-02-21,2017,PushEvent,662450
2017-02-21,2017,ReleaseEvent,4941
2017-02-21,2017,WatchEvent,109923
2017-02-22,2017,CommitCommentEvent,3329
2017-02-22,2017,CreateEvent,187533
2017-02-22,2017,DeleteEvent,33938
2017-02-22,2017,GollumEvent,8702
2017-02-22,2017,IssueCommentEvent,103371
2017-02-22,2017,IssuesEvent,57235
2017-02-22,2017,MemberEvent,7922
2017-02-22,2017,PublicEvent,1329
2017-02-22,2017,PullRequestEvent,77576
2017-02-22,2017,PullRequestReviewCommentEvent,29366
2017-02-22,2017,PushEvent,668885
2017-02-22,2017,ReleaseEvent,4991
2017-02-22,2017,WatchEvent,109673
2017-02-23,2017,CommitCommentEvent,3448
2017-02-23,2017,CreateEvent,177411
2017-02-23,2017,DeleteEvent,30189
2017-02-23,2017,GollumEvent,9092
2017-02-23,2017,IssueCommentEvent,100246
2017-02-23,2017,IssuesEvent,47158
2017-02-23,2017,MemberEvent,7435
2017-02-23,2017,PublicEvent,1209
2017-02-23,2017,PullRequestEvent,73244
2017-02-23,2017,PullRequestReviewCommentEvent,27327
2017-02-23,2017,PushEvent,675084
2017-02-23,2017,ReleaseEvent,5077
2017-02-23,2017,WatchEvent,99780
2017-02-24,2017,CommitCommentEvent,3512
2017-02-24,2017,CreateEvent,167558
2017-02-24,2017,DeleteEvent,29403
2017-02-24,2017,GollumEvent,7346
2017-02-24,2017,IssueCommentEvent,91144
2017-02-24,2017,IssuesEvent,42958
2017-02-24,2017,MemberEvent,5891
2017-02-24,2017,PublicEvent,1171
2017-02-24,2017,PullRequestEvent,69106
2017-02-24,2017,PullRequestReviewCommentEvent,24932
2017-02-24,2017,PushEvent,668269
2017-02-24,2017,ReleaseEvent,4693
2017-02-24,2017,WatchEvent,95333
2017-02-25,2017,CommitCommentEvent,1756
2017-02-25,2017,CreateEvent,123025
2017-02-25,2017,DeleteEvent,20441
2017-02-25,2017,GollumEvent,4867
2017-02-25,2017,IssueCommentEvent,48826
2017-02-25,2017,IssuesEvent,27011
2017-02-25,2017,MemberEvent,4467
2017-02-25,2017,PublicEvent,808
2017-02-25,2017,PullRequestEvent,39963
2017-02-25,2017,PullRequestReviewCommentEvent,9618
2017-02-25,2017,PushEvent,475235
2017-02-25,2017,ReleaseEvent,2902
2017-02-25,2017,WatchEvent,67843
2017-02-26,2017,CommitCommentEvent,2276
2017-02-26,2017,CreateEvent,119800
2017-02-26,2017,DeleteEvent,18376
2017-02-26,2017,GollumEvent,5841
2017-02-26,2017,IssueCommentEvent,47694
2017-02-26,2017,IssuesEvent,27297
2017-02-26,2017,MemberEvent,3329
2017-02-26,2017,PublicEvent,814
2017-02-26,2017,PullRequestEvent,39330
2017-02-26,2017,PullRequestReviewCommentEvent,9242
2017-02-26,2017,PushEvent,487825
2017-02-26,2017,ReleaseEvent,2857
2017-02-26,2017,WatchEvent,66004
2017-02-27,2017,CommitCommentEvent,3376
2017-02-27,2017,CreateEvent,177422
2017-02-27,2017,DeleteEvent,30307
2017-02-27,2017,GollumEvent,8413
2017-02-27,2017,IssueCommentEvent,96397
2017-02-27,2017,IssuesEvent,47329
2017-02-27,2017,MemberEvent,6671
2017-02-27,2017,PublicEvent,1257
2017-02-27,2017,PullRequestEvent,69340
2017-02-27,2017,PullRequestReviewCommentEvent,26473
2017-02-27,2017,PushEvent,633655
2017-02-27,2017,ReleaseEvent,4274
2017-02-27,2017,WatchEvent,100793
2017-02-28,2017,CommitCommentEvent,3241
2017-02-28,2017,CreateEvent,177164
2017-02-28,2017,DeleteEvent,28239
2017-02-28,2017,GollumEvent,7936
2017-02-28,2017,IssueCommentEvent,97433
2017-02-28,2017,IssuesEvent,47843
2017-02-28,2017,MemberEvent,7252
2017-02-28,2017,PublicEvent,1133
2017-02-28,2017,PullRequestEvent,71166
2017-02-28,2017,PullRequestReviewCommentEvent,26081
2017-02-28,2017,PushEvent,613974
2017-02-28,2017,ReleaseEvent,3921
2017-02-28,2017,WatchEvent,99944
2017-03-01,2017,CommitCommentEvent,3405
2017-03-01,2017,CreateEvent,177924
2017-03-01,2017,DeleteEvent,30507
2017-03-01,2017,GollumEvent,7821
2017-03-01,2017,IssueCommentEvent,100498
2017-03-01,2017,IssuesEvent,49410
2017-03-01,2017,MemberEvent,7179
2017-03-01,2017,PublicEvent,1330
2017-03-01,2017,PullRequestEvent,73564
2017-03-01,2017,PullRequestReviewCommentEvent,26494
2017-03-01,2017,PushEvent,608270
2017-03-01,2017,ReleaseEvent,4368
2017-03-01,2017,WatchEvent,103161
2017-03-02,2017,CommitCommentEvent,3675
2017-03-02,2017,CreateEvent,187736
2017-03-02,2017,DeleteEvent,29715
2017-03-02,2017,GollumEvent,8935
2017-03-02,2017,IssueCommentEvent,100529
2017-03-02,2017,IssuesEvent,46631
2017-03-02,2017,MemberEvent,7456
2017-03-02,2017,PublicEvent,1186
2017-03-02,2017,PullRequestEvent,75641
2017-03-02,2017,PullRequestReviewCommentEvent,26225
2017-03-02,2017,PushEvent,623440
2017-03-02,2017,ReleaseEvent,4445
2017-03-02,2017,WatchEvent,106053
2017-03-03,2017,CommitCommentEvent,3065
2017-03-03,2017,CreateEvent,170072
2017-03-03,2017,DeleteEvent,29901
2017-03-03,2017,GollumEvent,7559
2017-03-03,2017,IssueCommentEvent,94104
2017-03-03,2017,IssuesEvent,45865
2017-03-03,2017,MemberEvent,6719
2017-03-03,2017,PublicEvent,1140
2017-03-03,2017,PullRequestEvent,70883
2017-03-03,2017,PullRequestReviewCommentEvent,23871
2017-03-03,2017,PushEvent,612704
2017-03-03,2017,ReleaseEvent,4055
2017-03-03,2017,WatchEvent,101429
2017-03-04,2017,CommitCommentEvent,1872
2017-03-04,2017,CreateEvent,124736
2017-03-04,2017,DeleteEvent,19286
2017-03-04,2017,GollumEvent,5303
2017-03-04,2017,IssueCommentEvent,49262
2017-03-04,2017,IssuesEvent,27196
2017-03-04,2017,MemberEvent,4429
2017-03-04,2017,PublicEvent,716
2017-03-04,2017,PullRequestEvent,38203
2017-03-04,2017,PullRequestReviewCommentEvent,9781
2017-03-04,2017,PushEvent,454825
2017-03-04,2017,ReleaseEvent,2668
2017-03-04,2017,WatchEvent,64055
2017-03-05,2017,CommitCommentEvent,2149
2017-03-05,2017,CreateEvent,122173
2017-03-05,2017,DeleteEvent,19852
2017-03-05,2017,GollumEvent,5634
2017-03-05,2017,IssueCommentEvent,48208
2017-03-05,2017,IssuesEvent,27836
2017-03-05,2017,MemberEvent,3796
2017-03-05,2017,PublicEvent,888
2017-03-05,2017,PullRequestEvent,38487
2017-03-05,2017,PullRequestReviewCommentEvent,9755
2017-03-05,2017,PushEvent,481389
2017-03-05,2017,ReleaseEvent,2921
2017-03-05,2017,WatchEvent,68204
2017-03-06,2017,CommitCommentEvent,3420
2017-03-06,2017,CreateEvent,179259
2017-03-06,2017,DeleteEvent,29915
2017-03-06,2017,GollumEvent,8413
2017-03-06,2017,IssueCommentEvent,99929
2017-03-06,2017,IssuesEvent,48584
2017-03-06,2017,MemberEvent,7519
2017-03-06,2017,PublicEvent,1350
2017-03-06,2017,PullRequestEvent,70875
2017-03-06,2017,PullRequestReviewCommentEvent,27159
2017-03-06,2017,PushEvent,652893
2017-03-06,2017,ReleaseEvent,4214
2017-03-06,2017,WatchEvent,101980
2017-03-07,2017,CommitCommentEvent,3645
2017-03-07,2017,CreateEvent,209115
2017-03-07,2017,DeleteEvent,29390
2017-03-07,2017,GollumEvent,9526
2017-03-07,2017,IssueCommentEvent,104210
2017-03-07,2017,IssuesEvent,48818
2017-03-07,2017,MemberEvent,7155
2017-03-07,2017,PublicEvent,1229
2017-03-07,2017,PullRequestEvent,74786
2017-03-07,2017,PullRequestReviewCommentEvent,28289
2017-03-07,2017,PushEvent,643709
2017-03-07,2017,ReleaseEvent,4184
2017-03-07,2017,WatchEvent,104137
2017-03-08,2017,CommitCommentEvent,3362
2017-03-08,2017,CreateEvent,177105
2017-03-08,2017,DeleteEvent,29586
2017-03-08,2017,GollumEvent,8577
2017-03-08,2017,IssueCommentEvent,103329
2017-03-08,2017,IssuesEvent,49049
2017-03-08,2017,MemberEvent,7351
2017-03-08,2017,PublicEvent,1232
2017-03-08,2017,PullRequestEvent,75237
2017-03-08,2017,PullRequestReviewCommentEvent,27508
2017-03-08,2017,PushEvent,608796
2017-03-08,2017,ReleaseEvent,4381
2017-03-08,2017,WatchEvent,102890
2017-03-09,2017,CommitCommentEvent,3630
2017-03-09,2017,CreateEvent,184215
2017-03-09,2017,DeleteEvent,29796
2017-03-09,2017,GollumEvent,10138
2017-03-09,2017,IssueCommentEvent,100887
2017-03-09,2017,IssuesEvent,49301
2017-03-09,2017,MemberEvent,7865
2017-03-09,2017,PublicEvent,1231
2017-03-09,2017,PullRequestEvent,75072
2017-03-09,2017,PullRequestReviewCommentEvent,28546
2017-03-09,2017,PushEvent,659157
2017-03-09,2017,ReleaseEvent,4424
2017-03-09,2017,WatchEvent,107207
2017-03-10,2017,CommitCommentEvent,3386
2017-03-10,2017,CreateEvent,165567
2017-03-10,2017,DeleteEvent,28687
2017-03-10,2017,GollumEvent,7647
2017-03-10,2017,IssueCommentEvent,95721
2017-03-10,2017,IssuesEvent,46991
2017-03-10,2017,MemberEvent,6659
2017-03-10,2017,PublicEvent,1158
2017-03-10,2017,PullRequestEvent,71205
2017-03-10,2017,PullRequestReviewCommentEvent,23606
2017-03-10,2017,PushEvent,592097
2017-03-10,2017,ReleaseEvent,4022
2017-03-10,2017,WatchEvent,99734
2017-03-11,2017,CommitCommentEvent,1991
2017-03-11,2017,CreateEvent,117597
2017-03-11,2017,DeleteEvent,18387
2017-03-11,2017,GollumEvent,5604
2017-03-11,2017,IssueCommentEvent,48885
2017-03-11,2017,IssuesEvent,28271
2017-03-11,2017,MemberEvent,4178
2017-03-11,2017,PublicEvent,748
2017-03-11,2017,PullRequestEvent,39441
2017-03-11,2017,PullRequestReviewCommentEvent,9122
2017-03-11,2017,PushEvent,435729
2017-03-11,2017,ReleaseEvent,2910
2017-03-11,2017,WatchEvent,63475
2017-03-12,2017,CommitCommentEvent,2139
2017-03-12,2017,CreateEvent,121548
2017-03-12,2017,DeleteEvent,18426
2017-03-12,2017,GollumEvent,7278
2017-03-12,2017,IssueCommentEvent,47529
2017-03-12,2017,IssuesEvent,27875
2017-03-12,2017,MemberEvent,3275
2017-03-12,2017,PublicEvent,918
2017-03-12,2017,PullRequestEvent,39376
2017-03-12,2017,PullRequestReviewCommentEvent,9099
2017-03-12,2017,PushEvent,476119
2017-03-12,2017,ReleaseEvent,3180
2017-03-12,2017,WatchEvent,66055
2017-03-13,2017,CommitCommentEvent,3822
2017-03-13,2017,CreateEvent,183924
2017-03-13,2017,DeleteEvent,32401
2017-03-13,2017,GollumEvent,9022
2017-03-13,2017,IssueCommentEvent,97162
2017-03-13,2017,IssuesEvent,48649
2017-03-13,2017,MemberEvent,7219
2017-03-13,2017,PublicEvent,1199
2017-03-13,2017,PullRequestEvent,72326
2017-03-13,2017,PullRequestReviewCommentEvent,25147
2017-03-13,2017,PushEvent,650824
2017-03-13,2017,ReleaseEvent,6024
2017-03-13,2017,WatchEvent,107705
2017-03-14,2017,CommitCommentEvent,3948
2017-03-14,2017,CreateEvent,184314
2017-03-14,2017,DeleteEvent,34772
2017-03-14,2017,GollumEvent,10313
2017-03-14,2017,IssueCommentEvent,103546
2017-03-14,2017,IssuesEvent,49699
2017-03-14,2017,MemberEvent,7594
2017-03-14,2017,PublicEvent,1140
2017-03-14,2017,PullRequestEvent,75491
2017-03-14,2017,PullRequestReviewCommentEvent,26633
2017-03-14,2017,PushEvent,676360
2017-03-14,2017,ReleaseEvent,5782
2017-03-14,2017,WatchEvent,110990
2017-03-15,2017,CommitCommentEvent,3750
2017-03-15,2017,CreateEvent,177233
2017-03-15,2017,DeleteEvent,29519
2017-03-15,2017,GollumEvent,9893
2017-03-15,2017,IssueCommentEvent,99669
2017-03-15,2017,IssuesEvent,50427
2017-03-15,2017,MemberEvent,7191
2017-03-15,2017,PublicEvent,1216
2017-03-15,2017,PullRequestEvent,75553
2017-03-15,2017,PullRequestReviewCommentEvent,27627
2017-03-15,2017,PushEvent,640191
2017-03-15,2017,ReleaseEvent,5785
2017-03-15,2017,WatchEvent,103988
2017-03-16,2017,CommitCommentEvent,3629
2017-03-16,2017,CreateEvent,176291
2017-03-16,2017,DeleteEvent,29795
2017-03-16,2017,GollumEvent,11516
2017-03-16,2017,IssueCommentEvent,101052
2017-03-16,2017,IssuesEvent,49986
2017-03-16,2017,MemberEvent,7242
2017-03-16,2017,PublicEvent,1398
2017-03-16,2017,PullRequestEvent,76149
2017-03-16,2017,PullRequestReviewCommentEvent,27575
2017-03-16,2017,PushEvent,653932
2017-03-16,2017,ReleaseEvent,5545
2017-03-16,2017,WatchEvent,105337
2017-03-17,2017,CommitCommentEvent,3000
2017-03-17,2017,CreateEvent,166148
2017-03-17,2017,DeleteEvent,28165
2017-03-17,2017,GollumEvent,10019
2017-03-17,2017,IssueCommentEvent,90492
2017-03-17,2017,IssuesEvent,44659
2017-03-17,2017,MemberEvent,6489
2017-03-17,2017,PublicEvent,1112
2017-03-17,2017,PullRequestEvent,67920
2017-03-17,2017,PullRequestReviewCommentEvent,24036
2017-03-17,2017,PushEvent,612016
2017-03-17,2017,ReleaseEvent,4523
2017-03-17,2017,WatchEvent,102880
2017-03-18,2017,CommitCommentEvent,1993
2017-03-18,2017,CreateEvent,118433
2017-03-18,2017,DeleteEvent,18513
2017-03-18,2017,GollumEvent,6060
2017-03-18,2017,IssueCommentEvent,47780
2017-03-18,2017,IssuesEvent,25349
2017-03-18,2017,MemberEvent,4214
2017-03-18,2017,PublicEvent,812
2017-03-18,2017,PullRequestEvent,40761
2017-03-18,2017,PullRequestReviewCommentEvent,9479
2017-03-18,2017,PushEvent,448986
2017-03-18,2017,ReleaseEvent,2574
2017-03-18,2017,WatchEvent,65845
2017-03-19,2017,CommitCommentEvent,2034
2017-03-19,2017,CreateEvent,125758
2017-03-19,2017,DeleteEvent,19329
2017-03-19,2017,GollumEvent,6243
2017-03-19,2017,IssueCommentEvent,47088
2017-03-19,2017,IssuesEvent,28390
2017-03-19,2017,MemberEvent,3427
2017-03-19,2017,PublicEvent,901
2017-03-19,2017,PullRequestEvent,41367
2017-03-19,2017,PullRequestReviewCommentEvent,9078
2017-03-19,2017,PushEvent,477727
2017-03-19,2017,ReleaseEvent,2614
2017-03-19,2017,WatchEvent,66481
2017-03-20,2017,CommitCommentEvent,3378
2017-03-20,2017,CreateEvent,185073
2017-03-20,2017,DeleteEvent,31076
2017-03-20,2017,GollumEvent,10267
2017-03-20,2017,IssueCommentEvent,98224
2017-03-20,2017,IssuesEvent,48200
2017-03-20,2017,MemberEvent,7645
2017-03-20,2017,PublicEvent,1213
2017-03-20,2017,PullRequestEvent,74519
2017-03-20,2017,PullRequestReviewCommentEvent,26090
2017-03-20,2017,PushEvent,643760
2017-03-20,2017,ReleaseEvent,5518
2017-03-20,2017,WatchEvent,104844
2017-03-21,2017,CommitCommentEvent,3282
2017-03-21,2017,CreateEvent,189874
2017-03-21,2017,DeleteEvent,32449
2017-03-21,2017,GollumEvent,9907
2017-03-21,2017,IssueCommentEvent,104069
2017-03-21,2017,IssuesEvent,50956
2017-03-21,2017,MemberEvent,7684
2017-03-21,2017,PublicEvent,1302
2017-03-21,2017,PullRequestEvent,80166
2017-03-21,2017,PullRequestReviewCommentEvent,28247
2017-03-21,2017,PushEvent,718762
2017-03-21,2017,ReleaseEvent,5083
2017-03-21,2017,WatchEvent,107721
2017-03-22,2017,CommitCommentEvent,3503
2017-03-22,2017,CreateEvent,183900
2017-03-22,2017,DeleteEvent,32618
2017-03-22,2017,GollumEvent,9516
2017-03-22,2017,IssueCommentEvent,104299
2017-03-22,2017,IssuesEvent,50186
2017-03-22,2017,MemberEvent,7706
2017-03-22,2017,PublicEvent,1242
2017-03-22,2017,PullRequestEvent,79938
2017-03-22,2017,PullRequestReviewCommentEvent,28204
2017-03-22,2017,PushEvent,686305
2017-03-22,2017,ReleaseEvent,4412
2017-03-22,2017,WatchEvent,105378
2017-03-23,2017,CommitCommentEvent,3143
2017-03-23,2017,CreateEvent,183163
2017-03-23,2017,DeleteEvent,30965
2017-03-23,2017,GollumEvent,9260
2017-03-23,2017,IssueCommentEvent,100742
2017-03-23,2017,IssuesEvent,50130
2017-03-23,2017,MemberEvent,7327
2017-03-23,2017,PublicEvent,1233
2017-03-23,2017,PullRequestEvent,79138
2017-03-23,2017,PullRequestReviewCommentEvent,27314
2017-03-23,2017,PushEvent,675569
2017-03-23,2017,ReleaseEvent,5081
2017-03-23,2017,WatchEvent,102953
2017-03-24,2017,CommitCommentEvent,2780
2017-03-24,2017,CreateEvent,161533
2017-03-24,2017,DeleteEvent,25562
2017-03-24,2017,GollumEvent,7825
2017-03-24,2017,IssueCommentEvent,85649
2017-03-24,2017,IssuesEvent,42221
2017-03-24,2017,MemberEvent,6684
2017-03-24,2017,PublicEvent,1114
2017-03-24,2017,PullRequestEvent,65602
2017-03-24,2017,PullRequestReviewCommentEvent,23300
2017-03-24,2017,PushEvent,599628
2017-03-24,2017,ReleaseEvent,4276
2017-03-24,2017,WatchEvent,86981
2017-03-25,2017,CommitCommentEvent,1722
2017-03-25,2017,CreateEvent,121732
2017-03-25,2017,DeleteEvent,23043
2017-03-25,2017,GollumEvent,5714
2017-03-25,2017,IssueCommentEvent,45915
2017-03-25,2017,IssuesEvent,27751
2017-03-25,2017,MemberEvent,4720
2017-03-25,2017,PublicEvent,749
2017-03-25,2017,PullRequestEvent,40573
2017-03-25,2017,PullRequestReviewCommentEvent,8976
2017-03-25,2017,PushEvent,468936
2017-03-25,2017,ReleaseEvent,2709
2017-03-25,2017,WatchEvent,60565
2017-03-26,2017,CommitCommentEvent,2006
2017-03-26,2017,CreateEvent,119413
2017-03-26,2017,DeleteEvent,18070
2017-03-26,2017,GollumEvent,6488
2017-03-26,2017,IssueCommentEvent,44312
2017-03-26,2017,IssuesEvent,39867
2017-03-26,2017,MemberEvent,3558
2017-03-26,2017,PublicEvent,827
2017-03-26,2017,PullRequestEvent,38570
2017-03-26,2017,PullRequestReviewCommentEvent,8666
2017-03-26,2017,PushEvent,689160
2017-03-26,2017,ReleaseEvent,3015
2017-03-26,2017,WatchEvent,61434
2017-03-27,2017,CommitCommentEvent,3197
2017-03-27,2017,CreateEvent,176917
2017-03-27,2017,DeleteEvent,28736
2017-03-27,2017,GollumEvent,9731
2017-03-27,2017,IssueCommentEvent,94432
2017-03-27,2017,IssuesEvent,51594
2017-03-27,2017,MemberEvent,7384
2017-03-27,2017,PublicEvent,1273
2017-03-27,2017,PullRequestEvent,73011
2017-03-27,2017,PullRequestReviewCommentEvent,25501
2017-03-27,2017,PushEvent,1024762
2017-03-27,2017,ReleaseEvent,4839
2017-03-27,2017,WatchEvent,108730
2017-03-28,2017,CommitCommentEvent,3286
2017-03-28,2017,CreateEvent,186193
2017-03-28,2017,DeleteEvent,33060
2017-03-28,2017,GollumEvent,10434
2017-03-28,2017,IssueCommentEvent,100178
2017-03-28,2017,IssuesEvent,49244
2017-03-28,2017,MemberEvent,7164
2017-03-28,2017,PublicEvent,1166
2017-03-28,2017,PullRequestEvent,77371
2017-03-28,2017,PullRequestReviewCommentEvent,28252
2017-03-28,2017,PushEvent,743834
2017-03-28,2017,ReleaseEvent,4945
2017-03-28,2017,WatchEvent,108110
2017-03-29,2017,CommitCommentEvent,3180
2017-03-29,2017,CreateEvent,180730
2017-03-29,2017,DeleteEvent,30460
2017-03-29,2017,GollumEvent,10024
2017-03-29,2017,IssueCommentEvent,102617
2017-03-29,2017,IssuesEvent,49968
2017-03-29,2017,MemberEvent,7447
2017-03-29,2017,PublicEvent,1352
2017-03-29,2017,PullRequestEvent,77515
2017-03-29,2017,PullRequestReviewCommentEvent,28219
2017-03-29,2017,PushEvent,688289
2017-03-29,2017,ReleaseEvent,5100
2017-03-29,2017,WatchEvent,106695
2017-03-30,2017,CommitCommentEvent,3252
2017-03-30,2017,CreateEvent,186886
2017-03-30,2017,DeleteEvent,30826
2017-03-30,2017,GollumEvent,8574
2017-03-30,2017,IssueCommentEvent,100812
2017-03-30,2017,IssuesEvent,50631
2017-03-30,2017,MemberEvent,7826
2017-03-30,2017,PublicEvent,1145
2017-03-30,2017,PullRequestEvent,77911
2017-03-30,2017,PullRequestReviewCommentEvent,28270
2017-03-30,2017,PushEvent,684590
2017-03-30,2017,ReleaseEvent,4795
2017-03-30,2017,WatchEvent,107407
2017-03-31,2017,CommitCommentEvent,2771
2017-03-31,2017,CreateEvent,170378
2017-03-31,2017,DeleteEvent,29246
2017-03-31,2017,GollumEvent,8352
2017-03-31,2017,IssueCommentEvent,89562
2017-03-31,2017,IssuesEvent,45303
2017-03-31,2017,MemberEvent,7055
2017-03-31,2017,PublicEvent,1235
2017-03-31,2017,PullRequestEvent,71937
2017-03-31,2017,PullRequestReviewCommentEvent,23899
2017-03-31,2017,PushEvent,623875
2017-03-31,2017,ReleaseEvent,4460
2017-03-31,2017,WatchEvent,98080
2017-04-01,2017,CommitCommentEvent,1646
2017-04-01,2017,CreateEvent,127079
2017-04-01,2017,DeleteEvent,21995
2017-04-01,2017,GollumEvent,5906
2017-04-01,2017,IssueCommentEvent,45723
2017-04-01,2017,IssuesEvent,27191
2017-04-01,2017,MemberEvent,4495
2017-04-01,2017,PublicEvent,751
2017-04-01,2017,PullRequestEvent,40034
2017-04-01,2017,PullRequestReviewCommentEvent,8779
2017-04-01,2017,PushEvent,477086
2017-04-01,2017,ReleaseEvent,3009
2017-04-01,2017,WatchEvent,75868
2017-04-02,2017,CommitCommentEvent,1754
2017-04-02,2017,CreateEvent,114677
2017-04-02,2017,DeleteEvent,18164
2017-04-02,2017,GollumEvent,5938
2017-04-02,2017,IssueCommentEvent,42312
2017-04-02,2017,IssuesEvent,25724
2017-04-02,2017,MemberEvent,3440
2017-04-02,2017,PublicEvent,876
2017-04-02,2017,PullRequestEvent,38372
2017-04-02,2017,PullRequestReviewCommentEvent,8804
2017-04-02,2017,PushEvent,472902
2017-04-02,2017,ReleaseEvent,2610
2017-04-02,2017,WatchEvent,57040
2017-04-03,2017,CommitCommentEvent,3473
2017-04-03,2017,CreateEvent,165875
2017-04-03,2017,DeleteEvent,30041
2017-04-03,2017,GollumEvent,8560
2017-04-03,2017,IssueCommentEvent,91082
2017-04-03,2017,IssuesEvent,45384
2017-04-03,2017,MemberEvent,7316
2017-04-03,2017,PublicEvent,1169
2017-04-03,2017,PullRequestEvent,70235
2017-04-03,2017,PullRequestReviewCommentEvent,25502
2017-04-03,2017,PushEvent,611248
2017-04-03,2017,ReleaseEvent,4403
2017-04-03,2017,WatchEvent,79036
2017-04-04,2017,CommitCommentEvent,2734
2017-04-04,2017,CreateEvent,168092
2017-04-04,2017,DeleteEvent,30798
2017-04-04,2017,GollumEvent,8026
2017-04-04,2017,IssueCommentEvent,90459
2017-04-04,2017,IssuesEvent,43448
2017-04-04,2017,MemberEvent,7070
2017-04-04,2017,PublicEvent,1267
2017-04-04,2017,PullRequestEvent,70092
2017-04-04,2017,PullRequestReviewCommentEvent,25036
2017-04-04,2017,PushEvent,606549
2017-04-04,2017,ReleaseEvent,4853
2017-04-04,2017,WatchEvent,82303
2017-04-05,2017,CommitCommentEvent,3462
2017-04-05,2017,CreateEvent,188225
2017-04-05,2017,DeleteEvent,31359
2017-04-05,2017,GollumEvent,9480
2017-04-05,2017,IssueCommentEvent,101451
2017-04-05,2017,IssuesEvent,54478
2017-04-05,2017,MemberEvent,8300
2017-04-05,2017,PublicEvent,1299
2017-04-05,2017,PullRequestEvent,79636
2017-04-05,2017,PullRequestReviewCommentEvent,27624
2017-04-05,2017,PushEvent,673435
2017-04-05,2017,ReleaseEvent,5613
2017-04-05,2017,WatchEvent,105254
2017-04-06,2017,CommitCommentEvent,3499
