event_date,year,type,total_events
2019-06-14,2019,PushEvent,876784
2019-06-14,2019,ReleaseEvent,7361
2019-06-14,2019,WatchEvent,132261
2019-06-15,2019,CommitCommentEvent,1941
2019-06-15,2019,CreateEvent,142996
2019-06-15,2019,DeleteEvent,24042
2019-06-15,2019,GollumEvent,4038
2019-06-15,2019,IssueCommentEvent,52378
2019-06-15,2019,IssuesEvent,28606
2019-06-15,2019,MemberEvent,3879
2019-06-15,2019,PublicEvent,3371
2019-06-15,2019,PullRequestEvent,62799
2019-06-15,2019,PullRequestReviewCommentEvent,11188
2019-06-15,2019,PushEvent,598649
2019-06-15,2019,ReleaseEvent,3967
2019-06-15,2019,WatchEvent,85740
2019-06-16,2019,CommitCommentEvent,1912
2019-06-16,2019,CreateEvent,152222
2019-06-16,2019,DeleteEvent,24057
2019-06-16,2019,GollumEvent,4551
2019-06-16,2019,IssueCommentEvent,50209
2019-06-16,2019,IssuesEvent,29807
2019-06-16,2019,MemberEvent,2938
2019-06-16,2019,PublicEvent,3539
2019-06-16,2019,PullRequestEvent,59819
2019-06-16,2019,PullRequestReviewCommentEvent,11495
2019-06-16,2019,PushEvent,624435
2019-06-16,2019,ReleaseEvent,4156
2019-06-16,2019,WatchEvent,83377
2019-06-17,2019,CommitCommentEvent,3069
2019-06-17,2019,CreateEvent,235056
2019-06-17,2019,DeleteEvent,47950
2019-06-17,2019,GollumEvent,7338
2019-06-17,2019,IssueCommentEvent,117999
2019-06-17,2019,IssuesEvent,53611
2019-06-17,2019,MemberEvent,7756
2019-06-17,2019,PublicEvent,5596
2019-06-17,2019,PullRequestEvent,131863
2019-06-17,2019,PullRequestReviewCommentEvent,41501
2019-06-17,2019,PushEvent,918547
2019-06-17,2019,ReleaseEvent,6944
2019-06-17,2019,WatchEvent,140459
2019-06-18,2019,CommitCommentEvent,3310
2019-06-18,2019,CreateEvent,241016
2019-06-18,2019,DeleteEvent,47948
2019-06-18,2019,GollumEvent,7779
2019-06-18,2019,IssueCommentEvent,123660
2019-06-18,2019,IssuesEvent,57824
2019-06-18,2019,MemberEvent,7860
2019-06-18,2019,PublicEvent,5577
2019-06-18,2019,PullRequestEvent,132699
2019-06-18,2019,PullRequestReviewCommentEvent,45399
2019-06-18,2019,PushEvent,947202
2019-06-18,2019,ReleaseEvent,7638
2019-06-18,2019,WatchEvent,146514
2019-06-19,2019,CommitCommentEvent,3097
2019-06-19,2019,CreateEvent,239848
2019-06-19,2019,DeleteEvent,48649
2019-06-19,2019,GollumEvent,7353
2019-06-19,2019,IssueCommentEvent,124960
2019-06-19,2019,IssuesEvent,58004
2019-06-19,2019,MemberEvent,7426
2019-06-19,2019,PublicEvent,5124
2019-06-19,2019,PullRequestEvent,132021
2019-06-19,2019,PullRequestReviewCommentEvent,45451
2019-06-19,2019,PushEvent,938357
2019-06-19,2019,ReleaseEvent,7556
2019-06-19,2019,WatchEvent,146169
2019-06-20,2019,CommitCommentEvent,3055
2019-06-20,2019,CreateEvent,237283
2019-06-20,2019,DeleteEvent,49930
2019-06-20,2019,GollumEvent,7561
2019-06-20,2019,IssueCommentEvent,123130
2019-06-20,2019,IssuesEvent,68489
2019-06-20,2019,MemberEvent,6853
2019-06-20,2019,PublicEvent,5056
2019-06-20,2019,PullRequestEvent,131064
2019-06-20,2019,PullRequestReviewCommentEvent,41853
2019-06-20,2019,PushEvent,912571
2019-06-20,2019,ReleaseEvent,7236
2019-06-20,2019,WatchEvent,143132
2019-06-21,2019,CommitCommentEvent,3342
2019-06-21,2019,CreateEvent,225757
2019-06-21,2019,DeleteEvent,47975
2019-06-21,2019,GollumEvent,7228
2019-06-21,2019,IssueCommentEvent,113884
2019-06-21,2019,IssuesEvent,55997
2019-06-21,2019,MemberEvent,6660
2019-06-21,2019,PublicEvent,4701
2019-06-21,2019,PullRequestEvent,124684
2019-06-21,2019,PullRequestReviewCommentEvent,38387
2019-06-21,2019,PushEvent,861004
2019-06-21,2019,ReleaseEvent,6691
2019-06-21,2019,WatchEvent,132351
2019-06-22,2019,CommitCommentEvent,1836
2019-06-22,2019,CreateEvent,152014
2019-06-22,2019,DeleteEvent,26335
2019-06-22,2019,GollumEvent,4534
2019-06-22,2019,IssueCommentEvent,54150
2019-06-22,2019,IssuesEvent,29339
2019-06-22,2019,MemberEvent,3492
2019-06-22,2019,PublicEvent,3062
2019-06-22,2019,PullRequestEvent,66657
2019-06-22,2019,PullRequestReviewCommentEvent,10829
2019-06-22,2019,PushEvent,601985
2019-06-22,2019,ReleaseEvent,3966
2019-06-22,2019,WatchEvent,85035
2019-06-23,2019,CommitCommentEvent,1917
2019-06-23,2019,CreateEvent,150348
2019-06-23,2019,DeleteEvent,26018
2019-06-23,2019,GollumEvent,4865
2019-06-23,2019,IssueCommentEvent,51534
2019-06-23,2019,IssuesEvent,31659
2019-06-23,2019,MemberEvent,2897
2019-06-23,2019,PublicEvent,3580
2019-06-23,2019,PullRequestEvent,60684
2019-06-23,2019,PullRequestReviewCommentEvent,10573
2019-06-23,2019,PushEvent,644669
2019-06-23,2019,ReleaseEvent,4198
2019-06-23,2019,WatchEvent,82913
2019-06-24,2019,CommitCommentEvent,3147
2019-06-24,2019,CreateEvent,261860
2019-06-24,2019,DeleteEvent,54028
2019-06-24,2019,GollumEvent,7366
2019-06-24,2019,IssueCommentEvent,125941
2019-06-24,2019,IssuesEvent,55509
2019-06-24,2019,MemberEvent,7110
2019-06-24,2019,PublicEvent,5426
2019-06-24,2019,PullRequestEvent,138729
2019-06-24,2019,PullRequestReviewCommentEvent,41423
2019-06-24,2019,PushEvent,914440
2019-06-24,2019,ReleaseEvent,7043
2019-06-24,2019,WatchEvent,141117
2019-06-25,2019,CommitCommentEvent,3261
2019-06-25,2019,CreateEvent,267708
2019-06-25,2019,DeleteEvent,58534
2019-06-25,2019,GollumEvent,8168
2019-06-25,2019,IssueCommentEvent,135576
2019-06-25,2019,IssuesEvent,59166
2019-06-25,2019,MemberEvent,7383
2019-06-25,2019,PublicEvent,5244
2019-06-25,2019,PullRequestEvent,147256
2019-06-25,2019,PullRequestReviewCommentEvent,47280
2019-06-25,2019,PushEvent,956819
2019-06-25,2019,ReleaseEvent,7500
2019-06-25,2019,WatchEvent,144748
2019-06-26,2019,CommitCommentEvent,3034
2019-06-26,2019,CreateEvent,258075
2019-06-26,2019,DeleteEvent,55643
2019-06-26,2019,GollumEvent,7474
2019-06-26,2019,IssueCommentEvent,126649
2019-06-26,2019,IssuesEvent,57791
2019-06-26,2019,MemberEvent,7390
2019-06-26,2019,PublicEvent,5173
2019-06-26,2019,PullRequestEvent,138708
2019-06-26,2019,PullRequestReviewCommentEvent,46348
2019-06-26,2019,PushEvent,945094
2019-06-26,2019,ReleaseEvent,7441
2019-06-26,2019,WatchEvent,142056
2019-06-27,2019,CommitCommentEvent,3030
2019-06-27,2019,CreateEvent,251815
2019-06-27,2019,DeleteEvent,54999
2019-06-27,2019,GollumEvent,8608
2019-06-27,2019,IssueCommentEvent,124796
2019-06-27,2019,IssuesEvent,67011
2019-06-27,2019,MemberEvent,6893
2019-06-27,2019,PublicEvent,4975
2019-06-27,2019,PullRequestEvent,137314
2019-06-27,2019,PullRequestReviewCommentEvent,43845
2019-06-27,2019,PushEvent,928392
2019-06-27,2019,ReleaseEvent,7627
2019-06-27,2019,WatchEvent,160744
2019-06-28,2019,CommitCommentEvent,2718
2019-06-28,2019,CreateEvent,218201
2019-06-28,2019,DeleteEvent,45359
2019-06-28,2019,GollumEvent,6912
2019-06-28,2019,IssueCommentEvent,108963
2019-06-28,2019,IssuesEvent,50856
2019-06-28,2019,MemberEvent,5947
2019-06-28,2019,PublicEvent,4630
2019-06-28,2019,PullRequestEvent,119587
2019-06-28,2019,PullRequestReviewCommentEvent,37766
2019-06-28,2019,PushEvent,837200
2019-06-28,2019,ReleaseEvent,7112
2019-06-28,2019,WatchEvent,128599
2019-06-29,2019,CommitCommentEvent,1681
2019-06-29,2019,CreateEvent,142290
2019-06-29,2019,DeleteEvent,25425
2019-06-29,2019,GollumEvent,3984
2019-06-29,2019,IssueCommentEvent,50254
2019-06-29,2019,IssuesEvent,28122
2019-06-29,2019,MemberEvent,3450
2019-06-29,2019,PublicEvent,3090
2019-06-29,2019,PullRequestEvent,60804
2019-06-29,2019,PullRequestReviewCommentEvent,11114
2019-06-29,2019,PushEvent,579043
2019-06-29,2019,ReleaseEvent,3931
2019-06-29,2019,WatchEvent,80174
2019-06-30,2019,CommitCommentEvent,1917
2019-06-30,2019,CreateEvent,141243
2019-06-30,2019,DeleteEvent,24059
2019-06-30,2019,GollumEvent,4813
2019-06-30,2019,IssueCommentEvent,46458
2019-06-30,2019,IssuesEvent,28789
2019-06-30,2019,MemberEvent,2611
2019-06-30,2019,PublicEvent,3370
2019-06-30,2019,PullRequestEvent,57691
2019-06-30,2019,PullRequestReviewCommentEvent,9942
2019-06-30,2019,PushEvent,592809
2019-06-30,2019,ReleaseEvent,4055
2019-06-30,2019,WatchEvent,83407
2019-07-01,2019,CommitCommentEvent,2821
2019-07-01,2019,CreateEvent,247859
2019-07-01,2019,DeleteEvent,57194
2019-07-01,2019,GollumEvent,8068
2019-07-01,2019,IssueCommentEvent,123084
2019-07-01,2019,IssuesEvent,61386
2019-07-01,2019,MemberEvent,7260
2019-07-01,2019,PublicEvent,5052
2019-07-01,2019,PullRequestEvent,138915
2019-07-01,2019,PullRequestReviewCommentEvent,40495
2019-07-01,2019,PushEvent,881688
2019-07-01,2019,ReleaseEvent,7148
2019-07-01,2019,WatchEvent,138702
2019-07-02,2019,CommitCommentEvent,2805
2019-07-02,2019,CreateEvent,250130
2019-07-02,2019,DeleteEvent,54288
2019-07-02,2019,GollumEvent,8298
2019-07-02,2019,IssueCommentEvent,126602
2019-07-02,2019,IssuesEvent,57539
2019-07-02,2019,MemberEvent,7388
2019-07-02,2019,PublicEvent,5211
2019-07-02,2019,PullRequestEvent,136526
2019-07-02,2019,PullRequestReviewCommentEvent,47113
2019-07-02,2019,PushEvent,920703
2019-07-02,2019,ReleaseEvent,7482
2019-07-02,2019,WatchEvent,145242
2019-07-03,2019,CommitCommentEvent,2991
2019-07-03,2019,CreateEvent,264502
2019-07-03,2019,DeleteEvent,53716
2019-07-03,2019,GollumEvent,7141
2019-07-03,2019,IssueCommentEvent,127110
2019-07-03,2019,IssuesEvent,56454
2019-07-03,2019,MemberEvent,6507
2019-07-03,2019,PublicEvent,5071
2019-07-03,2019,PullRequestEvent,140693
2019-07-03,2019,PullRequestReviewCommentEvent,45644
2019-07-03,2019,PushEvent,910181
2019-07-03,2019,ReleaseEvent,7395
2019-07-03,2019,WatchEvent,142715
2019-07-04,2019,CommitCommentEvent,2804
2019-07-04,2019,CreateEvent,241093
2019-07-04,2019,DeleteEvent,46587
2019-07-04,2019,GollumEvent,6834
2019-07-04,2019,IssueCommentEvent,101812
2019-07-04,2019,IssuesEvent,49596
2019-07-04,2019,MemberEvent,5248
2019-07-04,2019,PublicEvent,4514
2019-07-04,2019,PullRequestEvent,126447
2019-07-04,2019,PullRequestReviewCommentEvent,32849
2019-07-04,2019,PushEvent,819783
2019-07-04,2019,ReleaseEvent,6599
2019-07-04,2019,WatchEvent,134964
2019-07-05,2019,CommitCommentEvent,2754
2019-07-05,2019,CreateEvent,215737
2019-07-05,2019,DeleteEvent,47927
2019-07-05,2019,GollumEvent,6226
2019-07-05,2019,IssueCommentEvent,96319
2019-07-05,2019,IssuesEvent,48941
2019-07-05,2019,MemberEvent,5308
2019-07-05,2019,PublicEvent,4234
2019-07-05,2019,PullRequestEvent,111314
2019-07-05,2019,PullRequestReviewCommentEvent,32116
2019-07-05,2019,PushEvent,788902
2019-07-05,2019,ReleaseEvent,6774
2019-07-05,2019,WatchEvent,130304
2019-07-06,2019,CommitCommentEvent,2288
2019-07-06,2019,CreateEvent,146197
2019-07-06,2019,DeleteEvent,26352
2019-07-06,2019,GollumEvent,3894
2019-07-06,2019,IssueCommentEvent,47647
2019-07-06,2019,IssuesEvent,27450
2019-07-06,2019,MemberEvent,3392
2019-07-06,2019,PublicEvent,3025
2019-07-06,2019,PullRequestEvent,60107
2019-07-06,2019,PullRequestReviewCommentEvent,10139
2019-07-06,2019,PushEvent,598114
2019-07-06,2019,ReleaseEvent,3653
2019-07-06,2019,WatchEvent,81279
2019-07-07,2019,CommitCommentEvent,1766
2019-07-07,2019,CreateEvent,144315
2019-07-07,2019,DeleteEvent,24958
2019-07-07,2019,GollumEvent,4638
2019-07-07,2019,IssueCommentEvent,46574
2019-07-07,2019,IssuesEvent,28061
2019-07-07,2019,MemberEvent,2763
2019-07-07,2019,PublicEvent,3380
2019-07-07,2019,PullRequestEvent,58969
2019-07-07,2019,PullRequestReviewCommentEvent,12822
2019-07-07,2019,PushEvent,613398
2019-07-07,2019,ReleaseEvent,3825
2019-07-07,2019,WatchEvent,81738
2019-07-08,2019,CommitCommentEvent,3288
2019-07-08,2019,CreateEvent,253122
2019-07-08,2019,DeleteEvent,54605
2019-07-08,2019,GollumEvent,6801
2019-07-08,2019,IssueCommentEvent,125424
2019-07-08,2019,IssuesEvent,57023
2019-07-08,2019,MemberEvent,7539
2019-07-08,2019,PublicEvent,5050
2019-07-08,2019,PullRequestEvent,136988
2019-07-08,2019,PullRequestReviewCommentEvent,48541
2019-07-08,2019,PushEvent,915404
2019-07-08,2019,ReleaseEvent,7112
2019-07-08,2019,WatchEvent,142290
2019-07-09,2019,CommitCommentEvent,3268
2019-07-09,2019,CreateEvent,262505
2019-07-09,2019,DeleteEvent,58740
2019-07-09,2019,GollumEvent,7743
2019-07-09,2019,IssueCommentEvent,130715
2019-07-09,2019,IssuesEvent,57966
2019-07-09,2019,MemberEvent,7766
2019-07-09,2019,PublicEvent,4988
2019-07-09,2019,PullRequestEvent,145501
2019-07-09,2019,PullRequestReviewCommentEvent,55515
2019-07-09,2019,PushEvent,960277
2019-07-09,2019,ReleaseEvent,7563
2019-07-09,2019,WatchEvent,148813
2019-07-10,2019,CommitCommentEvent,3257
2019-07-10,2019,CreateEvent,259392
2019-07-10,2019,DeleteEvent,60463
2019-07-10,2019,GollumEvent,7368
2019-07-10,2019,IssueCommentEvent,129654
2019-07-10,2019,IssuesEvent,64655
2019-07-10,2019,MemberEvent,7080
2019-07-10,2019,PublicEvent,5051
2019-07-10,2019,PullRequestEvent,159372
2019-07-10,2019,PullRequestReviewCommentEvent,47413
2019-07-10,2019,PushEvent,938893
2019-07-10,2019,ReleaseEvent,7721
2019-07-10,2019,WatchEvent,147030
2019-07-11,2019,CommitCommentEvent,3544
2019-07-11,2019,CreateEvent,284068
2019-07-11,2019,DeleteEvent,66841
2019-07-11,2019,GollumEvent,7473
2019-07-11,2019,IssueCommentEvent,134449
2019-07-11,2019,IssuesEvent,62007
2019-07-11,2019,MemberEvent,7074
2019-07-11,2019,PublicEvent,4909
2019-07-11,2019,PullRequestEvent,189895
2019-07-11,2019,PullRequestReviewCommentEvent,47089
2019-07-11,2019,PushEvent,964279
2019-07-11,2019,ReleaseEvent,7494
2019-07-11,2019,WatchEvent,145472
2019-07-12,2019,CommitCommentEvent,3214
2019-07-12,2019,CreateEvent,252831
2019-07-12,2019,DeleteEvent,59215
2019-07-12,2019,GollumEvent,6885
2019-07-12,2019,IssueCommentEvent,120192
2019-07-12,2019,IssuesEvent,53503
2019-07-12,2019,MemberEvent,6546
2019-07-12,2019,PublicEvent,4615
2019-07-12,2019,PullRequestEvent,151624
2019-07-12,2019,PullRequestReviewCommentEvent,41549
2019-07-12,2019,PushEvent,890375
2019-07-12,2019,ReleaseEvent,7063
2019-07-12,2019,WatchEvent,138467
2019-07-13,2019,CommitCommentEvent,1955
2019-07-13,2019,CreateEvent,167517
2019-07-13,2019,DeleteEvent,35345
2019-07-13,2019,GollumEvent,4206
2019-07-13,2019,IssueCommentEvent,52648
2019-07-13,2019,IssuesEvent,31621
2019-07-13,2019,MemberEvent,3374
2019-07-13,2019,PublicEvent,3075
2019-07-13,2019,PullRequestEvent,92001
2019-07-13,2019,PullRequestReviewCommentEvent,12364
2019-07-13,2019,PushEvent,603932
2019-07-13,2019,ReleaseEvent,4020
2019-07-13,2019,WatchEvent,84522
2019-07-14,2019,CommitCommentEvent,2015
2019-07-14,2019,CreateEvent,157794
2019-07-14,2019,DeleteEvent,30782
2019-07-14,2019,GollumEvent,4545
2019-07-14,2019,IssueCommentEvent,49584
2019-07-14,2019,IssuesEvent,32155
2019-07-14,2019,MemberEvent,2550
2019-07-14,2019,PublicEvent,3380
2019-07-14,2019,PullRequestEvent,74152
2019-07-14,2019,PullRequestReviewCommentEvent,11594
2019-07-14,2019,PushEvent,630452
2019-07-14,2019,ReleaseEvent,4115
2019-07-14,2019,WatchEvent,83578
2019-07-15,2019,CommitCommentEvent,3150
2019-07-15,2019,CreateEvent,262163
2019-07-15,2019,DeleteEvent,58179
2019-07-15,2019,GollumEvent,7139
2019-07-15,2019,IssueCommentEvent,124369
2019-07-15,2019,IssuesEvent,56458
2019-07-15,2019,MemberEvent,7622
2019-07-15,2019,PublicEvent,5022
2019-07-15,2019,PullRequestEvent,150084
2019-07-15,2019,PullRequestReviewCommentEvent,45545
2019-07-15,2019,PushEvent,925569
2019-07-15,2019,ReleaseEvent,7607
2019-07-15,2019,WatchEvent,145773
2019-07-16,2019,CommitCommentEvent,3765
2019-07-16,2019,CreateEvent,260096
2019-07-16,2019,DeleteEvent,55759
2019-07-16,2019,GollumEvent,7437
2019-07-16,2019,IssueCommentEvent,127743
2019-07-16,2019,IssuesEvent,62305
2019-07-16,2019,MemberEvent,7487
2019-07-16,2019,PublicEvent,5007
2019-07-16,2019,PullRequestEvent,148352
2019-07-16,2019,PullRequestReviewCommentEvent,47769
2019-07-16,2019,PushEvent,959798
2019-07-16,2019,ReleaseEvent,8253
2019-07-16,2019,WatchEvent,149861
2019-07-17,2019,CommitCommentEvent,3513
2019-07-17,2019,CreateEvent,272960
2019-07-17,2019,DeleteEvent,56592
2019-07-17,2019,GollumEvent,7648
2019-07-17,2019,IssueCommentEvent,133321
2019-07-17,2019,IssuesEvent,80645
2019-07-17,2019,MemberEvent,7190
2019-07-17,2019,PublicEvent,4937
2019-07-17,2019,PullRequestEvent,146921
2019-07-17,2019,PullRequestReviewCommentEvent,45536
2019-07-17,2019,PushEvent,958867
2019-07-17,2019,ReleaseEvent,7786
2019-07-17,2019,WatchEvent,148044
2019-07-18,2019,CommitCommentEvent,3656
2019-07-18,2019,CreateEvent,258191
2019-07-18,2019,DeleteEvent,61295
2019-07-18,2019,GollumEvent,6591
2019-07-18,2019,IssueCommentEvent,132242
2019-07-18,2019,IssuesEvent,74612
2019-07-18,2019,MemberEvent,7076
2019-07-18,2019,PublicEvent,4638
2019-07-18,2019,PullRequestEvent,142163
2019-07-18,2019,PullRequestReviewCommentEvent,45067
2019-07-18,2019,PushEvent,940762
2019-07-18,2019,ReleaseEvent,7366
2019-07-18,2019,WatchEvent,149145
2019-07-19,2019,CommitCommentEvent,3262
2019-07-19,2019,CreateEvent,237358
2019-07-19,2019,DeleteEvent,56559
2019-07-19,2019,GollumEvent,6282
2019-07-19,2019,IssueCommentEvent,121355
2019-07-19,2019,IssuesEvent,127636
2019-07-19,2019,MemberEvent,6375
2019-07-19,2019,PublicEvent,4375
2019-07-19,2019,PullRequestEvent,139432
2019-07-19,2019,PullRequestReviewCommentEvent,39599
2019-07-19,2019,PushEvent,899965
2019-07-19,2019,ReleaseEvent,7262
2019-07-19,2019,WatchEvent,139445
2019-07-20,2019,CommitCommentEvent,1897
2019-07-20,2019,CreateEvent,152624
2019-07-20,2019,DeleteEvent,30871
2019-07-20,2019,GollumEvent,4166
2019-07-20,2019,IssueCommentEvent,54410
2019-07-20,2019,IssuesEvent,29208
2019-07-20,2019,MemberEvent,3287
2019-07-20,2019,PublicEvent,3029
2019-07-20,2019,PullRequestEvent,72290
2019-07-20,2019,PullRequestReviewCommentEvent,11864
2019-07-20,2019,PushEvent,615995
2019-07-20,2019,ReleaseEvent,4593
2019-07-20,2019,WatchEvent,88344
2019-07-21,2019,CommitCommentEvent,1796
2019-07-21,2019,CreateEvent,156398
2019-07-21,2019,DeleteEvent,29991
2019-07-21,2019,GollumEvent,4453
2019-07-21,2019,IssueCommentEvent,55833
2019-07-21,2019,IssuesEvent,32275
2019-07-21,2019,MemberEvent,2756
2019-07-21,2019,PublicEvent,3407
2019-07-21,2019,PullRequestEvent,65533
2019-07-21,2019,PullRequestReviewCommentEvent,11640
2019-07-21,2019,PushEvent,638225
2019-07-21,2019,ReleaseEvent,4990
2019-07-21,2019,WatchEvent,88279
2019-07-22,2019,CommitCommentEvent,3710
2019-07-22,2019,CreateEvent,256868
2019-07-22,2019,DeleteEvent,56021
2019-07-22,2019,GollumEvent,6815
2019-07-22,2019,IssueCommentEvent,125192
2019-07-22,2019,IssuesEvent,118634
2019-07-22,2019,MemberEvent,7378
2019-07-22,2019,PublicEvent,4984
2019-07-22,2019,PullRequestEvent,145482
2019-07-22,2019,PullRequestReviewCommentEvent,43260
2019-07-22,2019,PushEvent,922097
2019-07-22,2019,ReleaseEvent,7903
2019-07-22,2019,WatchEvent,148225
2019-07-23,2019,CommitCommentEvent,3737
2019-07-23,2019,CreateEvent,273086
2019-07-23,2019,DeleteEvent,57651
2019-07-23,2019,GollumEvent,7275
2019-07-23,2019,IssueCommentEvent,132819
2019-07-23,2019,IssuesEvent,130052
2019-07-23,2019,MemberEvent,7361
2019-07-23,2019,PublicEvent,5004
2019-07-23,2019,PullRequestEvent,147866
2019-07-23,2019,PullRequestReviewCommentEvent,48663
2019-07-23,2019,PushEvent,969853
2019-07-23,2019,ReleaseEvent,7990
2019-07-23,2019,WatchEvent,150479
2019-07-24,2019,CommitCommentEvent,3316
2019-07-24,2019,CreateEvent,263211
2019-07-24,2019,DeleteEvent,53291
2019-07-24,2019,GollumEvent,7965
2019-07-24,2019,IssueCommentEvent,126971
2019-07-24,2019,IssuesEvent,119947
2019-07-24,2019,MemberEvent,6842
2019-07-24,2019,PublicEvent,4956
2019-07-24,2019,PullRequestEvent,140306
2019-07-24,2019,PullRequestReviewCommentEvent,46768
2019-07-24,2019,PushEvent,933142
2019-07-24,2019,ReleaseEvent,8288
2019-07-24,2019,WatchEvent,145992
2019-07-25,2019,CommitCommentEvent,3399
2019-07-25,2019,CreateEvent,254034
2019-07-25,2019,DeleteEvent,50719
2019-07-25,2019,GollumEvent,7239
2019-07-25,2019,IssueCommentEvent,125002
2019-07-25,2019,IssuesEvent,57529
2019-07-25,2019,MemberEvent,6895
2019-07-25,2019,PublicEvent,4891
2019-07-25,2019,PullRequestEvent,135438
2019-07-25,2019,PullRequestReviewCommentEvent,46423
2019-07-25,2019,PushEvent,898382
2019-07-25,2019,ReleaseEvent,7962
2019-07-25,2019,WatchEvent,144138
2019-07-26,2019,CommitCommentEvent,3366
2019-07-26,2019,CreateEvent,237744
2019-07-26,2019,DeleteEvent,47720
2019-07-26,2019,GollumEvent,6814
2019-07-26,2019,IssueCommentEvent,114671
2019-07-26,2019,IssuesEvent,51111
2019-07-26,2019,MemberEvent,6328
2019-07-26,2019,PublicEvent,4282
2019-07-26,2019,PullRequestEvent,127168
2019-07-26,2019,PullRequestReviewCommentEvent,39773
2019-07-26,2019,PushEvent,852293
2019-07-26,2019,ReleaseEvent,6889
2019-07-26,2019,WatchEvent,138040
2019-07-27,2019,CommitCommentEvent,1821
2019-07-27,2019,CreateEvent,163357
2019-07-27,2019,DeleteEvent,26311
2019-07-27,2019,GollumEvent,4789
2019-07-27,2019,IssueCommentEvent,50155
2019-07-27,2019,IssuesEvent,29381
2019-07-27,2019,MemberEvent,3551
2019-07-27,2019,PublicEvent,3000
2019-07-27,2019,PullRequestEvent,62752
2019-07-27,2019,PullRequestReviewCommentEvent,10917
2019-07-27,2019,PushEvent,600428
2019-07-27,2019,ReleaseEvent,4114
2019-07-27,2019,WatchEvent,87401
2019-07-28,2019,CommitCommentEvent,1856
2019-07-28,2019,CreateEvent,168907
2019-07-28,2019,DeleteEvent,25464
2019-07-28,2019,GollumEvent,4805
2019-07-28,2019,IssueCommentEvent,48068
2019-07-28,2019,IssuesEvent,29272
2019-07-28,2019,MemberEvent,2878
2019-07-28,2019,PublicEvent,4987
2019-07-28,2019,PullRequestEvent,60858
2019-07-28,2019,PullRequestReviewCommentEvent,10328
2019-07-28,2019,PushEvent,663577
2019-07-28,2019,ReleaseEvent,3958
2019-07-28,2019,WatchEvent,85691
2019-07-29,2019,CommitCommentEvent,3469
2019-07-29,2019,CreateEvent,257818
2019-07-29,2019,DeleteEvent,53701
2019-07-29,2019,GollumEvent,6890
2019-07-29,2019,IssueCommentEvent,125801
2019-07-29,2019,IssuesEvent,56731
2019-07-29,2019,MemberEvent,6988
2019-07-29,2019,PublicEvent,5807
2019-07-29,2019,PullRequestEvent,140296
2019-07-29,2019,PullRequestReviewCommentEvent,44261
2019-07-29,2019,PushEvent,969388
2019-07-29,2019,ReleaseEvent,7198
2019-07-29,2019,WatchEvent,145400
2019-07-30,2019,CommitCommentEvent,3696
2019-07-30,2019,CreateEvent,258313
2019-07-30,2019,DeleteEvent,56340
2019-07-30,2019,GollumEvent,7184
2019-07-30,2019,IssueCommentEvent,134351
2019-07-30,2019,IssuesEvent,62299
2019-07-30,2019,MemberEvent,6546
2019-07-30,2019,PublicEvent,5404
2019-07-30,2019,PullRequestEvent,149908
2019-07-30,2019,PullRequestReviewCommentEvent,49121
2019-07-30,2019,PushEvent,1017800
2019-07-30,2019,ReleaseEvent,7831
2019-07-30,2019,WatchEvent,147336
2019-07-31,2019,CommitCommentEvent,3453
2019-07-31,2019,CreateEvent,249515
2019-07-31,2019,DeleteEvent,52319
2019-07-31,2019,GollumEvent,6801
2019-07-31,2019,IssueCommentEvent,129501
2019-07-31,2019,IssuesEvent,60878
2019-07-31,2019,MemberEvent,6105
2019-07-31,2019,PublicEvent,5375
2019-07-31,2019,PullRequestEvent,140646
2019-07-31,2019,PullRequestReviewCommentEvent,48213
2019-07-31,2019,PushEvent,1009288
2019-07-31,2019,ReleaseEvent,7914
2019-07-31,2019,WatchEvent,145104
2019-08-01,2019,CommitCommentEvent,3225
2019-08-01,2019,CreateEvent,251686
2019-08-01,2019,DeleteEvent,52902
2019-08-01,2019,GollumEvent,7428
2019-08-01,2019,IssueCommentEvent,131648
2019-08-01,2019,IssuesEvent,56536
2019-08-01,2019,MemberEvent,6134
2019-08-01,2019,PublicEvent,4933
2019-08-01,2019,PullRequestEvent,144248
2019-08-01,2019,PullRequestReviewCommentEvent,44993
2019-08-01,2019,PushEvent,987829
2019-08-01,2019,ReleaseEvent,7289
2019-08-01,2019,WatchEvent,144186
2019-08-02,2019,CommitCommentEvent,3356
2019-08-02,2019,CreateEvent,231708
2019-08-02,2019,DeleteEvent,48841
2019-08-02,2019,GollumEvent,6258
2019-08-02,2019,IssueCommentEvent,114521
2019-08-02,2019,IssuesEvent,51456
2019-08-02,2019,MemberEvent,5689
2019-08-02,2019,PublicEvent,4480
2019-08-02,2019,PullRequestEvent,126404
2019-08-02,2019,PullRequestReviewCommentEvent,39125
2019-08-02,2019,PushEvent,915535
2019-08-02,2019,ReleaseEvent,6908
2019-08-02,2019,WatchEvent,133323
2019-08-03,2019,CommitCommentEvent,1999
2019-08-03,2019,CreateEvent,150483
2019-08-03,2019,DeleteEvent,24460
2019-08-03,2019,GollumEvent,4258
2019-08-03,2019,IssueCommentEvent,51987
2019-08-03,2019,IssuesEvent,28447
2019-08-03,2019,MemberEvent,3142
2019-08-03,2019,PublicEvent,3279
2019-08-03,2019,PullRequestEvent,60781
2019-08-03,2019,PullRequestReviewCommentEvent,10245
2019-08-03,2019,PushEvent,643060
